uid,run_id,timestamp_utc,split,case_type,structural_risk,parse_failed,generate_failed,fallback_used,polarity_conflict,final_triplet_count,stage1_triplet_count,text_preview
nikluge-sa-2022-train-01613,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,False,1,1,
nikluge-sa-2022-train-02228,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,3,3,
nikluge-sa-2022-train-01546,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,3,3,
nikluge-sa-2022-train-00203,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,4,4,
nikluge-sa-2022-train-02325,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,3,3,
nikluge-sa-2022-train-01649,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,4,4,
nikluge-sa-2022-train-00630,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,2,2,
nikluge-sa-2022-train-01699,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,2,2,
nikluge-sa-2022-train-02909,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,4,4,
nikluge-sa-2022-train-01108,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,2,2,
nikluge-sa-2022-train-01743,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,4,4,
nikluge-sa-2022-train-00448,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,3,3,
nikluge-sa-2022-train-01811,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,2,2,
nikluge-sa-2022-train-02973,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,2,2,
nikluge-sa-2022-train-00969,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,4,4,
nikluge-sa-2022-train-02944,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,4,4,
nikluge-sa-2022-train-02208,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,3,3,
nikluge-sa-2022-train-00643,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,3,3,
nikluge-sa-2022-train-00617,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,5,5,
nikluge-sa-2022-train-01914,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,6,6,
nikluge-sa-2022-train-01320,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,5,5,
nikluge-sa-2022-train-01495,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,5,5,
nikluge-sa-2022-train-01919,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,3,3,
nikluge-sa-2022-train-02707,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,2,2,
nikluge-sa-2022-train-02270,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,2,2,
nikluge-sa-2022-train-00578,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,3,3,
nikluge-sa-2022-train-00244,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,5,5,
nikluge-sa-2022-train-00829,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,2,2,
nikluge-sa-2022-train-00489,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,5,5,
nikluge-sa-2022-train-02522,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,3,3,
nikluge-sa-2022-train-00591,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,5,5,
nikluge-sa-2022-train-01393,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,2,2,
nikluge-sa-2022-train-00968,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,3,3,
nikluge-sa-2022-train-00672,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,7,7,
nikluge-sa-2022-train-00772,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,3,3,
nikluge-sa-2022-train-00030,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,5,5,
nikluge-sa-2022-train-00474,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,2,2,
nikluge-sa-2022-train-02717,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,False,0,0,
nikluge-sa-2022-train-00805,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,3,3,
nikluge-sa-2022-train-02745,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,7,7,
nikluge-sa-2022-train-01160,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,2,2,
nikluge-sa-2022-train-01814,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,3,3,
nikluge-sa-2022-train-00186,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,3,3,
nikluge-sa-2022-train-01105,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,7,7,
nikluge-sa-2022-train-02457,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,False,1,1,
nikluge-sa-2022-train-01013,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,5,5,
nikluge-sa-2022-train-02960,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,3,3,
nikluge-sa-2022-train-00145,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,3,3,
nikluge-sa-2022-train-01761,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,4,4,
nikluge-sa-2022-train-01797,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,2,2,
nikluge-sa-2022-train-02575,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,3,3,
nikluge-sa-2022-train-02921,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,False,3,3,
nikluge-sa-2022-train-02395,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,3,3,
nikluge-sa-2022-train-00477,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,3,3,
nikluge-sa-2022-train-00603,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,4,4,
nikluge-sa-2022-train-00746,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,7,7,
nikluge-sa-2022-train-01833,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,2,2,
nikluge-sa-2022-train-00327,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,2,2,
nikluge-sa-2022-train-02335,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,3,3,
nikluge-sa-2022-train-02342,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,3,3,
nikluge-sa-2022-train-02747,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,3,3,
nikluge-sa-2022-train-01109,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,2,2,
nikluge-sa-2022-train-00798,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,3,3,
nikluge-sa-2022-train-02829,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,2,2,
nikluge-sa-2022-train-00258,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,3,3,
nikluge-sa-2022-train-01647,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,2,2,
nikluge-sa-2022-train-00770,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,4,4,
nikluge-sa-2022-train-02328,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,2,2,
nikluge-sa-2022-train-01301,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,2,2,
nikluge-sa-2022-train-01930,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,2,2,
nikluge-sa-2022-train-00735,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,6,6,
nikluge-sa-2022-train-02321,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,3,3,
nikluge-sa-2022-train-01266,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,6,6,
nikluge-sa-2022-train-01248,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,4,4,
nikluge-sa-2022-train-01392,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,4,4,
nikluge-sa-2022-train-00173,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,6,6,
nikluge-sa-2022-train-00053,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,False,1,1,
nikluge-sa-2022-train-00712,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,2,2,
nikluge-sa-2022-train-01612,experiment_real_n100_seed1_c2_1__seed1_proposed,2026-02-09T07:36:18.333595Z,valid,unknown,False,False,False,False,True,2,2,
