uid,split,case_type,runner_name,backbone_model_id,tokens_in,tokens_out,cost_usd,latency_ms,retries,flags,text_preview,raw_output_preview
nikluge-sa-2022-train-00578,valid,unknown,proposed,gpt-4.1-mini,362,200,0.00962,38258,0,"{""parse_failed"": false, ""generate_failed"": false, ""fallback_used"": false}",,"{
  ""aspects"": [
    {
      ""term"": ""#디올선미레드"",
      ""span"": {""start"": 0, ""end"": 8},
      ""normalized"": ""#디올선미레드"",
      ""syntactic_head"": ""붙었"",
      ""confidence"": 0.9,
      ""rationale"": ""본문에서 '애칭"
nikluge-sa-2022-train-01919,valid,unknown,proposed,gpt-4.1-mini,333,215,0.00978,36377,0,"{""parse_failed"": false, ""generate_failed"": false, ""fallback_used"": false}",,"{
  ""aspects"": [
    {
      ""term"": ""피부"",
      ""span"": {""start"": 0, ""end"": 2},
      ""normalized"": ""피부"",
      ""syntactic_head"": ""골라쓰기"",
      ""confidence"": 0.9,
      ""rationale"": ""문장에서 '피부에따라'라는 표"
nikluge-sa-2022-train-02909,valid,unknown,proposed,gpt-4.1-mini,363,323,0.013319999999999999,36189,0,"{""parse_failed"": false, ""generate_failed"": false, ""fallback_used"": false}",,"{
  ""aspects"": [
    {
      ""term"": ""까무잡잡한 부위"",
      ""span"": {""start"": 0, ""end"": 8},
      ""normalized"": ""까무잡잡한 부위"",
      ""syntactic_head"": ""사용하니"",
      ""confidence"": 0.95,
      ""rationale"": ""문장에"
nikluge-sa-2022-train-02384,valid,unknown,proposed,gpt-4.1-mini,340,279,0.011770000000000001,35701,0,"{""parse_failed"": false, ""generate_failed"": false, ""fallback_used"": false}",,"{
  ""aspects"": [
    {
      ""term"": ""욕실"",
      ""span"": {""start"": 0, ""end"": 2},
      ""normalized"": ""욕실"",
      ""syntactic_head"": ""사용가능하니"",
      ""confidence"": 0.95,
      ""rationale"": ""문장에서 '욕실'이 '사"
nikluge-sa-2022-train-02944,valid,unknown,proposed,gpt-4.1-mini,346,192,0.00922,32073,0,"{""parse_failed"": false, ""generate_failed"": false, ""fallback_used"": false}",,"{
  ""aspects"": [
    {
      ""term"": ""바르고 난 직후"",
      ""span"": {""start"": 3, ""end"": 10},
      ""normalized"": ""바른 직후"",
      ""syntactic_head"": ""맨들거리지만"",
      ""confidence"": 0.9,
      ""rationale"": ""문장에서"
nikluge-sa-2022-train-02270,valid,unknown,proposed,gpt-4.1-mini,337,131,0.007300000000000001,31944,0,"{""parse_failed"": false, ""generate_failed"": false, ""fallback_used"": false}",,"{
  ""aspects"": [
    {
      ""term"": ""페이즐리 쉬폰블라우스"",
      ""span"": {""start"": 0, ""end"": 11},
      ""normalized"": ""페이즐리 쉬폰 블라우스"",
      ""syntactic_head"": ""내스타일이야"",
      ""confidence"": 0.95,
      ""ration"
nikluge-sa-2022-train-00829,valid,unknown,proposed,gpt-4.1-mini,330,8,0.0035399999999999997,31335,0,"{""parse_failed"": false, ""generate_failed"": false, ""fallback_used"": false}",,"{
  ""aspects"": []
}"
nikluge-sa-2022-train-01813,valid,unknown,proposed,gpt-4.1-mini,338,280,0.011779999999999999,30569,0,"{""parse_failed"": false, ""generate_failed"": false, ""fallback_used"": false}",,"{
  ""aspects"": [
    {
      ""term"": ""블루진"",
      ""span"": {""start"": 0, ""end"": 3},
      ""normalized"": ""블루진"",
      ""syntactic_head"": ""어울리지요"",
      ""confidence"": 0.95,
      ""rationale"": ""문장에서 '블루진'이 "
nikluge-sa-2022-train-02707,valid,unknown,proposed,gpt-4.1-mini,330,126,0.0070799999999999995,29940,0,"{""parse_failed"": false, ""generate_failed"": false, ""fallback_used"": false}",,"{
  ""aspects"": [
    {
      ""term"": ""씹는치약"",
      ""span"": {
        ""start"": 7,
        ""end"": 11
      },
      ""normalized"": ""씹는 치약"",
      ""syntactic_head"": ""대세"",
      ""confidence"": 0.9,
      ""r"
nikluge-sa-2022-train-00203,valid,unknown,proposed,gpt-4.1-mini,340,295,0.01225,29667,0,"{""parse_failed"": false, ""generate_failed"": false, ""fallback_used"": false}",,"{
  ""aspects"": [
    {
      ""term"": ""약산성"",
      ""span"": {""start"": 0, ""end"": 4},
      ""normalized"": ""약산성"",
      ""syntactic_head"": ""맞춰주는"",
      ""confidence"": 0.95,
      ""rationale"": ""문장 첫 부분에 명시된 "
