text_id	uid	profile	gold_type	f1_eval_note	stage1_tuple_source	stage1_n_pairs	stage1_pairs	final_tuple_source	final_n_pairs	final_pairs	final_n_pairs_raw	final_pairs_raw	final_n_pairs_after_rep	final_pairs_after_rep	gold_tuple_source	gold_n_pairs	gold_pairs	gold_n_explicit_pairs	gold_n_implicit_pairs	gold_audit_verdict	delta_pairs_count	stage1_to_final_changed	stage1_to_final_changed_from_delta	drift_any_change	drift_conflict_relevant_change	guided_change	unguided_drift	matches_stage1_vs_gold	matches_final_vs_gold	new_correct_in_final	new_wrong_in_final	risk_flagged	stage1_structural_risk	stage2_structural_risk	risk_resolution	polarity_conflict_raw	polarity_conflict_after_rep	stage_mismatch	unsupported_polarity	aspect_hallucination	alignment_failure_count	validator_s1_risk_ids	validator_s2_risk_ids	moderator_selected_stage	moderator_rules	drift_cause_tag	stage2_adopted_but_no_change	episodic_memory_effect	memory_enabled	memory_retrieved	memory_injected	memory_exposed_to_debate	memory_retrieved_n	memory_used	memory_injected_chars	memory_ids_or_hash	memory_blocked_episode_n	memory_blocked_advisory_n	memory_block_reason	risk_before_sum	risk_after_sum	risk_delta_sum	text
nikluge-sa-2022-train-01751		paper_main	explicit		stage1_tuples	2	로하셀글로시립스탬프|neutral;발색력|positive	final_tuples	2	로하셀글로시립스탬프|positive;발색력|positive	2	로하셀글로시립스탬프|positive;발색력|positive	2	로하셀글로시립스탬프|positive;발색력|positive	inputs.gold_tuples	1	로하셀글로시립스탬프|positive	1	0	explicit	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	0	0	1	1	2			stage2	RuleB	stage2_selected	0	0	1	1	0	0	3	0	0	epi_000001;epi_000007;epi_000009	0	0		0.0	0.0	0.0	발색력 짱 좋은 #로하셀글로시립스탬프
nikluge-sa-2022-train-01235		paper_main	explicit		stage1_tuples	7	과일|neutral;냄새|neutral;야채|neutral;위생적|neutral;음식물쓰레기|negative;음식물쓰레기봉투|neutral;음식물쓰레기통|positive	final_tuples	7	과일|negative;냄새|positive;야채|neutral;위생적|positive;음식물쓰레기|negative;음식물쓰레기봉투|neutral;음식물쓰레기통|positive	7	과일|negative;냄새|positive;야채|neutral;위생적|positive;음식물쓰레기|negative;음식물쓰레기봉투|neutral;음식물쓰레기통|positive	7	과일|negative;냄새|positive;야채|neutral;위생적|positive;음식물쓰레기|negative;음식물쓰레기봉투|neutral;음식물쓰레기통|positive	inputs.gold_tuples	1	마이스 음식물쓰레기봉투|positive	1	0	explicit	0	1	1	1	1	1	0	0	0	0	7	1	1	0	1	0	0	0	1	1	7			stage2	RuleB	stage2_selected	0	1	1	1	0	0	3	0	0	epi_000018;epi_000027;epi_000001	0	0		0.0	0.0	0.0	여름철이라 #음식물쓰레기 때문에 늘 고민인데🤮🤮 과일이나 야채 손질한 후 마이스 음식물쓰레기봉투에 바로 밀봉해서 #음식물쓰레기통 에 버리면 돼서 냄새없이 위생적으로 관리할수있어요💚
nikluge-sa-2022-train-00107		paper_main	explicit		stage1_tuples	4	리시버|neutral;블루투스 제품|negative;블루투스 지원|neutral;최근 기기|neutral	final_tuples	4	리시버|negative;블루투스 제품|negative;블루투스 지원|neutral;최근 기기|neutral	4	리시버|negative;블루투스 제품|negative;블루투스 지원|neutral;최근 기기|neutral	4	리시버|negative;블루투스 제품|negative;블루투스 지원|neutral;최근 기기|neutral	inputs.gold_tuples	1	리시버|neutral	1	0	explicit	0	1	1	1	1	0	1	1	0	0	4	1	1	0	1	0	0	0	1	1	4	CONTRAST_SCOPE		stage2	RuleB	stage2_selected	0	0	1	1	0	0	3	0	0	epi_000018;epi_000027;epi_000040	0	0		2.0	0.0	-2.0	이런 점을 감안하면 블루투스 제품마다 모조리 리시버가 들어있어야 하는 것도 말이 안되고 최근 기기는 블루투스 지원은 기본이니 불만사항이 될 순 없겠다.
nikluge-sa-2022-train-02608		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	1	피부|neutral	final_tuples	1	피부|positive	1	피부|positive	1	피부|positive	inputs.gold_tuples	1	|positive	0	1	implicit	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1			stage2	RuleB,RuleE	stage2_selected	0	0	1	1	0	0	3	0	0	epi_000018;epi_000027;epi_000040	0	0		0.0	0.0	0.0	끈적이지 않게 촉촉하게 스며들면서 피부 깊숙히 쫀쫀해지는 느낌!
nikluge-sa-2022-train-01800		paper_main	explicit		stage1_tuples	3	일하다 보면 덥고 답답했는데|neutral;컴퓨터 하는곳|neutral;탁상용선풍기|positive	final_tuples	3	일하다 보면 덥고 답답했는데|negative;컴퓨터 하는곳|neutral;탁상용선풍기|positive	3	일하다 보면 덥고 답답했는데|negative;컴퓨터 하는곳|neutral;탁상용선풍기|positive	3	일하다 보면 덥고 답답했는데|negative;컴퓨터 하는곳|neutral;탁상용선풍기|positive	inputs.gold_tuples	1	탁상용선풍기|positive	1	0	explicit	0	1	1	1	1	0	1	1	1	0	2	1	1	0	1	0	0	0	1	1	2	CONTRAST_SCOPE		stage2	RuleB	stage2_selected	0	0	1	1	0	0	3	0	0	epi_000001;epi_000007;epi_000009	0	0		2.0	0.0	-2.0	컴퓨터 하는곳이 막혀 있어 벌써부터 일하다 보면 덥고 답답했는데 #탁상용선풍기 사용하니 너무 시원하고 좋으당~!!
nikluge-sa-2022-train-02562		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	3	스킨케어|neutral;피부뿌리부터힘있게|neutral;화장품|neutral	final_tuples	4	|negative;스킨케어|positive;피부뿌리부터힘있게|positive;화장품|negative	4	|negative;스킨케어|positive;피부뿌리부터힘있게|positive;화장품|negative	3	스킨케어|positive;피부뿌리부터힘있게|positive;화장품|negative	inputs.gold_tuples	1	|positive	0	1	implicit	1	1	1	1	1	0	1	0	0	0	4	1	1	0	1	0	0	0	1	1	5	CONTRAST_SCOPE		stage2	RuleB	stage2_selected	0	0	1	1	0	0	3	0	0	epi_000018;epi_000027;epi_000040	0	0		2.0	0.0	-2.0	여드름용, 주름용, 화이트닝 등등 이 것 저 것 쳐발쳐발 하던 예전과는 다르게 #피부뿌리부터힘있게 #스킨케어 해주니 강한 #화장품을 찾지 않게 되더라구요~
nikluge-sa-2022-train-02162		paper_main	explicit		stage1_tuples	1	#아베다|neutral	final_tuples	1	#아베다|positive	1	#아베다|positive	1	#아베다|positive	inputs.gold_tuples	1	아베다|positive	1	0	explicit	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1			stage2	RuleB,RuleE	stage2_selected	0	0	1	1	0	0	3	0	0	epi_000001;epi_000007;epi_000009	0	0		0.0	0.0	0.0	이게 바로 다 #아베다 덕분
nikluge-sa-2022-train-00320		paper_main	explicit		stage1_tuples	4	#버블폼|neutral;#아토클리닉|neutral;#유아세안제|neutral;건조하지도 않고|neutral	final_tuples	4	#버블폼|positive;#아토클리닉|neutral;#유아세안제|neutral;건조하지도 않고|positive	4	#버블폼|positive;#아토클리닉|neutral;#유아세안제|neutral;건조하지도 않고|positive	4	#버블폼|positive;#아토클리닉|neutral;#유아세안제|neutral;건조하지도 않고|positive	inputs.gold_tuples	1	아토클리닉 #유아세안제|positive	1	0	explicit	0	1	1	1	1	0	1	0	0	0	4	1	1	0	1	0	0	0	1	1	4			stage2	RuleB,RuleE	stage2_selected	0	0	1	1	0	0	3	0	0	epi_000018;epi_000027;epi_000040	0	0		0.0	0.0	0.0	친구네 갔는데 #버블폼 있어서 써봣더니 건조하지도 않고 너무 좋아서 보니 #아토클리닉 #유아세안제 더라구요 👦🏼
nikluge-sa-2022-train-01613		paper_main	implicit	not evaluated for explicit F1	final_tuples	0		inputs.aspect_sentiments	0		0		0		inputs.gold_tuples	1	|positive	0	1	implicit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			stage1	RuleZ		0	0	1	1	0	0	3	0	0	epi_000001;epi_000007;epi_000009	0	0		0.0	0.0	0.0	굿~🖒
nikluge-sa-2022-train-00336		paper_main	explicit		stage1_tuples	6	몸|neutral;온가족|neutral;입|neutral;치약|positive;치약들|neutral;코|neutral	final_tuples	6	몸|negative;온가족|neutral;입|negative;치약|positive;치약들|negative;코|negative	6	몸|negative;온가족|neutral;입|negative;치약|positive;치약들|negative;코|negative	6	몸|negative;온가족|neutral;입|negative;치약|positive;치약들|negative;코|negative	inputs.gold_tuples	1	치약|positive	1	0	explicit	0	1	1	1	1	0	1	1	1	0	5	1	1	0	1	0	0	0	1	1	5	CONTRAST_SCOPE		stage2	RuleB	stage2_selected	0	0	1	1	0	0	3	0	0	epi_000001;epi_000007;epi_000009	0	0		2.0	0.0	-2.0	입이 얼얼할정도로 강한 치약들은 코가찡 맵고 몸이 안좋은 기분인데 온가족이 다사용할 #치약 으로도 딱 인듯! 😀
nikluge-sa-2022-train-01121		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	1	그것|neutral	final_tuples	1	그것|positive	1	그것|positive	1	그것|positive	inputs.gold_tuples	1	|positive	0	1	implicit	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1			stage2	RuleB,RuleE	stage2_selected	0	0	1	1	0	0	3	0	0	epi_000001;epi_000007;epi_000009	0	0		0.0	0.0	0.0	&name&가 보자마자 좋아해서 엄마는 그것만 봐도 행복했어요.
nikluge-sa-2022-train-01247		paper_main	implicit	not evaluated for explicit F1	stage1_tuples	1	가위|positive	final_tuples	1	가위|positive	1	가위|positive	1	가위|positive	inputs.gold_tuples	1	|positive	0	1	implicit	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1			stage2	RuleB		1	0	1	1	0	0	3	0	0	epi_000001;epi_000007;epi_000009	0	0		0.0	0.0	0.0	가끔 저는 가위로 정리했는데 빌려서 사용해 봤더니 너무 편하고 좋더라구요.
