uid,split,case_type,runner_name,backbone_model_id,tokens_in,tokens_out,cost_usd,latency_ms,retries,flags,text_preview,raw_output_preview
nikluge-sa-2022-train-01356,valid,unknown,proposed,gpt-4.1-mini,316,370,0.01426,21899,0,"{""parse_failed"": false, ""generate_failed"": false, ""fallback_used"": false}",,"{
  ""triplets"": [
    {
      ""aspect_term"": ""피부결"",
      ""polarity"": ""positive"",
      ""opinion_term"": ""중요한"",
      ""evidence"": ""그만큼 피부결이 중요한데"",
      ""span"": ""그만큼 피부결이 중요한데"",
      ""confidence"": 0.9"
nikluge-sa-2022-train-01247,valid,unknown,proposed,gpt-4.1-mini,288,165,0.00783,21550,0,"{""parse_failed"": false, ""generate_failed"": false, ""fallback_used"": false}",,"{
  ""triplets"": [
    {
      ""aspect_term"": ""가위"",
      ""polarity"": ""neutral"",
      ""confidence"": 0.6,
      ""rationale"": ""Mentioned as used sometimes, no explicit sentiment expressed.""
    },
    {"
nikluge-sa-2022-train-00320,valid,unknown,proposed,gpt-4.1-mini,306,199,0.00903,20975,0,"{""parse_failed"": false, ""generate_failed"": false, ""fallback_used"": false}",,"{
  ""triplets"": [
    {
      ""aspect_term"": ""건조함"",
      ""polarity"": ""negative"",
      ""opinion_term"": ""건조하지도 않고"",
      ""evidence"": ""건조하지도 않고 너무 좋아서"",
      ""span"": ""건조하지도 않고"",
      ""confidence"": 0"
nikluge-sa-2022-train-00107,valid,unknown,proposed,gpt-4.1-mini,310,271,0.011229999999999999,19801,0,"{""parse_failed"": false, ""generate_failed"": false, ""fallback_used"": false}",,"{
  ""triplets"": [
    {
      ""aspect_term"": ""리시버"",
      ""polarity"": ""negative"",
      ""opinion_term"": ""말이 안되고"",
      ""evidence"": ""블루투스 제품마다 모조리 리시버가 들어있어야 하는 것도 말이 안되고"",
      ""span"": ""블루투스 제품마다 모조"
nikluge-sa-2022-train-02608,valid,unknown,proposed,gpt-4.1-mini,287,353,0.01346,19671,0,"{""parse_failed"": false, ""generate_failed"": false, ""fallback_used"": false}",,"{
  ""triplets"": [
    {
      ""aspect_term"": ""끈적이지 않게"",
      ""polarity"": ""positive"",
      ""opinion_term"": ""끈적이지 않게"",
      ""evidence"": ""끈적이지 않게 촉촉하게 스며들면서 피부 깊숙히 쫀쫀해지는 느낌"",
      ""span"": ""끈적이지 않게"",
"
nikluge-sa-2022-train-01800,valid,unknown,proposed,gpt-4.1-mini,299,255,0.01064,19122,0,"{""parse_failed"": false, ""generate_failed"": false, ""fallback_used"": false}",,"{
  ""triplets"": [
    {
      ""aspect_term"": ""컴퓨터 하는곳"",
      ""polarity"": ""negative"",
      ""opinion_term"": ""덥고 답답했는데"",
      ""evidence"": ""컴퓨터 하는곳이 막혀 있어 벌써부터 일하다 보면 덥고 답답했는데"",
      ""span"": ""컴퓨터 하는곳이"
nikluge-sa-2022-train-00536,valid,unknown,proposed,gpt-4.1-mini,302,353,0.01361,18710,0,"{""parse_failed"": false, ""generate_failed"": false, ""fallback_used"": false}",,"{
  ""triplets"": [
    {
      ""aspect_term"": ""캐비아"",
      ""polarity"": ""positive"",
      ""opinion_term"": ""고가"",
      ""evidence"": ""고가의 캐비아를 저렴한 가격에 마스크팩으로 피부관리를 할 수 있으니"",
      ""span"": ""고가의 캐비아를 저렴한 가격에"
nikluge-sa-2022-train-00969,valid,unknown,proposed,gpt-4.1-mini,283,342,0.013090000000000001,18495,0,"{""parse_failed"": false, ""generate_failed"": false, ""fallback_used"": false}",,"{
  ""triplets"": [
    {
      ""aspect_term"": ""아담한사이즈"",
      ""polarity"": ""positive"",
      ""opinion_term"": ""사랑스런"",
      ""evidence"": ""아담한사이즈 그리고 #프릴장식 까지 넘 사랑스런 #토끼인형"",
      ""span"": ""아담한사이즈 ... 사랑스런"""
nikluge-sa-2022-train-01287,valid,unknown,proposed,gpt-4.1-mini,297,235,0.01002,18250,0,"{""parse_failed"": false, ""generate_failed"": false, ""fallback_used"": false}",,"{
  ""triplets"": [
    {
      ""aspect_term"": ""수분보충"",
      ""polarity"": ""positive"",
      ""opinion_term"": ""보충해 주는"",
      ""evidence"": ""수분보충과 동시에 탄력까지 보충해 주는 에센스에요"",
      ""span"": ""수분보충과 동시에 탄력까지 보충해 주는"
nikluge-sa-2022-train-01121,valid,unknown,proposed,gpt-4.1-mini,281,176,0.00809,17681,0,"{""parse_failed"": false, ""generate_failed"": false, ""fallback_used"": false}",,"{
  ""triplets"": [
    {
      ""aspect_term"": ""좋아해서"",
      ""polarity"": ""positive"",
      ""evidence"": ""&name&가 보자마자 좋아해서"",
      ""span"": ""보자마자 좋아해서"",
      ""confidence"": 0.9,
      ""rationale"": ""The ph"
